iter	RMSE
1664	1.276099723
1665	1.275937555
1666	1.275810162
1667	1.275701717
1668	1.275002065
1669	1.274617735
1670	1.274429065
1671	1.274244833
1672	1.274226721
1673	1.274221662
1674	1.273959204
1675	1.273875699
1676	1.273861819
1677	1.273529165
1678	1.273519275
1679	1.273497703
1680	1.273482854
1681	1.273449115
1682	1.273443155
1683	1.273260138
1684	1.273260023
1685	1.273255088
1686	1.272359254
1687	1.272359108
1688	1.272345433
1689	1.272292775
1690	1.27227662
1691	1.271145557
1692	1.271077696
1693	1.271067941
1694	1.271063208
1695	1.270945483
1696	1.270919454
1697	1.270918495
1698	1.270915968
1699	1.270911443
1700	1.270905602
1701	1.270819886
1702	1.270747581
1703	1.270730754
1704	1.270611919
1705	1.270591932
1706	1.270495453
1707	1.270196802
1708	1.270192086
1709	1.270105496
1710	1.270098353
1711	1.269802505
1712	1.269775069
1713	1.269770766
1714	1.26976311
1715	1.269755481
1716	1.269745113
1717	1.269703188
1718	1.269697552
1719	1.269688198
1720	1.26967571
1721	1.269545368
1722	1.269541097
1723	1.269531986
1724	1.269172948
1725	1.26888252
1726	1.268367048
1727	1.268358894
1728	1.267856013
1729	1.267839563
1730	1.267676726
1731	1.267646426
1732	1.267136689
1733	1.266725993
1734	1.266086072
1735	1.266021007
1736	1.266016814
1737	1.265835185
1738	1.265834721
1739	1.265636915
1740	1.264403125
1741	1.263619926
1742	1.263501157
1743	1.263239952
1744	1.26306533
1745	1.263064828
1746	1.263060197
1747	1.263011599
1748	1.262923626
1749	1.262900895
1750	1.262842468
1751	1.262800445
1752	1.262016207
1753	1.261887881
1754	1.261836284
1755	1.261831173
1756	1.261828816
1757	1.261291694
1758	1.261282215
1759	1.260785732
1760	1.26078348
1761	1.260380776
1762	1.26031927
1763	1.260308355
1764	1.260188502
1765	1.260164774
1766	1.260139173
1767	1.260131499
1768	1.260053852
1769	1.260041596
1770	1.260010405
1771	1.259909434
1772	1.25987738
1773	1.259871924
1774	1.259828653
1775	1.259820336
1776	1.25977499
1777	1.259650583
1778	1.259626461
1779	1.259626343
1780	1.259044147
1781	1.259038897
1782	1.258776919
1783	1.258776433
1784	1.258758512
1785	1.258636312
1786	1.258508598
1787	1.258490056
1788	1.258486173
1789	1.258354795
1790	1.258345359
1791	1.2583224
1792	1.258321941
1793	1.258315833
1794	1.258307958
1795	1.258168947
1796	1.258082754
1797	1.25741699
1798	1.257372129
1799	1.257370223
1800	1.256380888
1801	1.256339536
1802	1.25608265
1803	1.255791087
1804	1.255781476
1805	1.255617322
1806	1.255558988
1807	1.25553775
1808	1.255521604
1809	1.255143639
1810	1.255141771
1811	1.255131536
1812	1.255117667
1813	1.255117185
1814	1.255115644
1815	1.255032058
1816	1.2550251
1817	1.25495139
1818	1.254950098
1819	1.25494999
1820	1.254919116
1821	1.254060787
1822	1.254060692
1823	1.253972251
1824	1.253940128
1825	1.253338171
1826	1.253330523
1827	1.253323454
1828	1.253281006
1829	1.253273917
1830	1.253255528
1831	1.253250359
1832	1.25279705
1833	1.252790089
1834	1.252784795
1835	1.252778899
1836	1.25276447
1837	1.25274512
1838	1.252618459
1839	1.252572538
1840	1.251427024
1841	1.251321721
1842	1.251060456
1843	1.250983119
1844	1.250868262
1845	1.25086082
1846	1.250828841
1847	1.250062204
1848	1.250057695
1849	1.249263241
1850	1.249234651
1851	1.249173585
1852	1.249164324
1853	1.249126285
1854	1.249118047
1855	1.249037929
1856	1.248890477
1857	1.248880776
1858	1.248874176
1859	1.248213221
1860	1.24820928
1861	1.248106499
1862	1.248091455
1863	1.2480897
1864	1.248082928
1865	1.248078925
1866	1.247971718
1867	1.2479679
1868	1.247961417
1869	1.247960699
1870	1.247447577
1871	1.247441998
1872	1.247157213
1873	1.247060559
1874	1.247053967
1875	1.247035881
1876	1.247015325
1877	1.246831406
1878	1.246756118
1879	1.246556456
1880	1.246550492
1881	1.246460085
1882	1.246453541
1883	1.246297753
1884	1.24617862
1885	1.246172605
1886	1.24571914
1887	1.245515631
1888	1.245428574
1889	1.245363316
1890	1.245313298
1891	1.245164625
1892	1.245163901
1893	1.245134379
1894	1.244750536
1895	1.244749844
1896	1.244032299
1897	1.244030876
1898	1.24400799
1899	1.243971659
1900	1.243946924
1901	1.24375359
1902	1.243527244
1903	1.243466055
1904	1.243367392
1905	1.243349925
1906	1.242440629
1907	1.242392925
1908	1.24238532
1909	1.242342618
1910	1.24232881
1911	1.242067402
1912	1.242061698
1913	1.242057241
1914	1.241836878
1915	1.241736703
1916	1.241692708
1917	1.241500894
1918	1.241265042
1919	1.241239283
1920	1.241173425
1921	1.241168764
1922	1.240734438
1923	1.240729712
1924	1.240725461
1925	1.240711674
1926	1.240697589
1927	1.240478508
1928	1.240295556
1929	1.23996125
1930	1.239955845
1931	1.239951097
1932	1.239914799
1933	1.239872656
1934	1.239872373
1935	1.239841801
1936	1.239837241
1937	1.23983358
1938	1.239799359
1939	1.239799091
1940	1.239658702
1941	1.239657418
1942	1.239579023
1943	1.239578763
1944	1.2392652
1945	1.239264958
1946	1.239133937
1947	1.239127284
1948	1.238999911
1949	1.238983787
1950	1.238980693
1951	1.238966447
1952	1.238955637
1953	1.23894136
1954	1.238862236
1955	1.238832598
1956	1.238829237
1957	1.238824154
1958	1.238395321
1959	1.238369884
1960	1.238255299
1961	1.238207928
1962	1.237975419
1963	1.237972087
1964	1.23796814
1965	1.237821816
1966	1.237809878
1967	1.237805464
1968	1.237800097
1969	1.237737312
1970	1.237661254
1971	1.23752887
1972	1.237407339
1973	1.237390474
1974	1.237375104
1975	1.237370426
1976	1.237285013
1977	1.237209508
1978	1.237205845
1979	1.237147054
1980	1.237140137
1981	1.237080988
1982	1.237056316
1983	1.237043007
1984	1.237040111
1985	1.237003853
1986	1.236992812
1987	1.236884408
1988	1.236827673
1989	1.236676483
1990	1.236288326
1991	1.236112842
1992	1.235454402
1993	1.235452055
1994	1.235447153
1995	1.235295126
1996	1.235291603
1997	1.235051333
1998	1.234859912
1999	1.234854086
2000	1.23481203
2001	1.234529952
2002	1.234525427
2003	1.234424268
2004	1.234185933
2005	1.234147637
2006	1.234143878
2007	1.23409224
2008	1.233593274
2009	1.233593217
2010	1.233588849
2011	1.233207897
2012	1.233026168
2013	1.232990103
2014	1.232854068
2015	1.232582366
2016	1.232352432
2017	1.232260036
2018	1.232252404
2019	1.23221641
2020	1.231603363
2021	1.231514198
2022	1.231281459
2023	1.231201611
2024	1.231125178
2025	1.231121356
2026	1.231069012
2027	1.230945055
2028	1.230288849
2029	1.23003445
2030	1.229903689
2031	1.229888496
2032	1.229865049
2033	1.229860163
2034	1.229855707
2035	1.229489218
2036	1.229484788
2037	1.229461778
2038	1.229447829
2039	1.229445003
2040	1.229366537
2041	1.229237552
2042	1.229092651
2043	1.228044805
2044	1.228034414
2045	1.228028954
2046	1.228010195
2047	1.228007255
2048	1.227923833
2049	1.227819831
2050	1.227817085
2051	1.227816333
2052	1.227674286
2053	1.227582338
2054	1.227446911
2055	1.227444056
2056	1.227422541
2057	1.227262084
2058	1.227259558
2059	1.226844569
2060	1.226403517
2061	1.226400511
2062	1.226392073
2063	1.226384274
2064	1.226380227
2065	1.226377162
2066	1.226181859
2067	1.226159675
2068	1.226156668
2069	1.225494956
2070	1.22549318
2071	1.225468998
2072	1.225415927
2073	1.225410477
2074	1.225393261
2075	1.22539056
2076	1.22538996
2077	1.22534812
2078	1.225265299
2079	1.225173759
2080	1.22500535
2081	1.22478112
2082	1.224765369
2083	1.224623958
2084	1.224621591
2085	1.224555264
2086	1.224529208
2087	1.224378205
2088	1.223535297
2089	1.223530542
2090	1.223517189
2091	1.223287157
2092	1.22327979
2093	1.22225356
2094	1.222245524
2095	1.221777877
2096	1.221774469
2097	1.22161007
2098	1.221607576
2099	1.221605037
2100	1.221334362
2101	1.221271822
2102	1.221267552
2103	1.221102503
2104	1.221100066
2105	1.22101878
2106	1.221012099
2107	1.220755074
2108	1.219973421
2109	1.219790864
2110	1.219789636
2111	1.21970281
2112	1.219175029
2113	1.218372792
2114	1.218372232
2115	1.21824347
2116	1.21818765
2117	1.21818643
2118	1.218181695
2119	1.217998427
2120	1.217639537
2121	1.217625771
2122	1.217292008
2123	1.21725134
2124	1.217063193
2125	1.216916541
2126	1.216913497
2127	1.216492418
2128	1.21623812
2129	1.216122834
2130	1.215894699
2131	1.215883718
2132	1.21588357
2133	1.215855585
2134	1.215854803
2135	1.215788593
2136	1.215729919
2137	1.21572685
2138	1.215723389
2139	1.215614015
2140	1.215355937
2141	1.215267064
2142	1.215266907
2143	1.215155847
2144	1.214913011
2145	1.214897565
2146	1.21489738
2147	1.21431575
2148	1.214258578
2149	1.214240505
2150	1.214237461
2151	1.214215676
2152	1.213797916
2153	1.213695648
2154	1.213272279
2155	1.213064119
2156	1.212976976
2157	1.212950559
2158	1.212948027
2159	1.212577144
2160	1.212575296
2161	1.21255636
2162	1.212539499
2163	1.212280602
2164	1.212278626
2165	1.212276174
2166	1.212117703
2167	1.211696632
2168	1.21162718
2169	1.211623202
2170	1.211610217
2171	1.211545955
2172	1.211543965
2173	1.211478148
2174	1.211452778
2175	1.211452255
2176	1.211452079
2177	1.211130803
2178	1.211126774
2179	1.210946821
2180	1.210944384
2181	1.210706877
2182	1.210693422
2183	1.21063171
2184	1.210630641
2185	1.210499811
2186	1.210388939
2187	1.21031866
2188	1.210316396
2189	1.210306505
2190	1.210302029
2191	1.210266221
2192	1.210256097
2193	1.210190024
2194	1.210078673
2195	1.210005427
2196	1.210004637
2197	1.209930299
2198	1.209817027
2199	1.209816853
2200	1.209591073
2201	1.209489677
2202	1.209403917
2203	1.209353609
2204	1.209351481
2205	1.209347893
2206	1.209347429
2207	1.209192448
2208	1.209122855
2209	1.20892691
2210	1.208904883
2211	1.208899159
2212	1.208843131
2213	1.208820587
2214	1.208751494
2215	1.208749821
2216	1.208747551
2217	1.208596505
2218	1.208539792
2219	1.208318323
2220	1.207661921
2221	1.207446889
2222	1.206673201
2223	1.206431745
2224	1.206424941
2225	1.206371831
2226	1.206363334
2227	1.206274235
2228	1.206166277
2229	1.206163396
2230	1.206129466
2231	1.206078846
2232	1.20607816
2233	1.206076047
2234	1.205973607
2235	1.205908939
2236	1.205907012
2237	1.205904853
2238	1.205899243
2239	1.205176608
2240	1.205173763
2241	1.205163431
2242	1.205159588
2243	1.205029817
2244	1.205023513
2245	1.204959343
2246	1.204957122
2247	1.204956769
2248	1.204884144
2249	1.204883745
2250	1.204871698
2251	1.204618503
2252	1.20457004
2253	1.20456942
2254	1.204534173
2255	1.204437938
2256	1.204380849
2257	1.204378874
2258	1.204335991
2259	1.204331048
2260	1.204315233
2261	1.204314884
2262	1.204309759
2263	1.204304931
2264	1.204303897
2265	1.203963041
2266	1.203849607
2267	1.203092645
2268	1.203090932
2269	1.203089411
2270	1.203085753
2271	1.203026292
2272	1.203025518
2273	1.202945391
2274	1.202800896
2275	1.202418394
2276	1.201552409
2277	1.20154917
2278	1.20154709
2279	1.201420336
2280	1.201304025
2281	1.201303982
2282	1.201226028
2283	1.201111602
2284	1.200976104
2285	1.200974688
2286	1.20095675
2287	1.200956099
2288	1.200947906
2289	1.200946184
2290	1.200547931
2291	1.200540026
2292	1.200348639
2293	1.200326701
2294	1.200308738
2295	1.200306755
2296	1.20006547
2297	1.200059655
2298	1.200052554
2299	1.199912782
2300	1.199578472
2301	1.199527152
2302	1.199484742
2303	1.199456496
2304	1.198950484
2305	1.198950111
2306	1.198940767
2307	1.198891951
2308	1.19883962
2309	1.198654812
2310	1.198654686
2311	1.19865085
2312	1.198233115
2313	1.198149045
2314	1.198141201
2315	1.198111729
2316	1.197885001
2317	1.197833973
2318	1.197831625
2319	1.197823975
2320	1.197727386
2321	1.19751899
2322	1.197425453
2323	1.197424169
2324	1.197194868
2325	1.197194508
2326	1.197114454
2327	1.197078926
2328	1.19643994
2329	1.19580701
2330	1.195786233
2331	1.195770973
2332	1.195668889
2333	1.19566875
2334	1.19562452
2335	1.195622681
2336	1.195619101
2337	1.195449931
2338	1.195374394
2339	1.195321068
2340	1.195225021
2341	1.195221235
2342	1.194619907
2343	1.194605575
2344	1.194216131
2345	1.194108553
2346	1.194055211
2347	1.194004624
2348	1.193984318
2349	1.193902369
2350	1.193864608
2351	1.193773002
2352	1.193768295
2353	1.193766241
2354	1.193218981
2355	1.192771843
2356	1.192766308
2357	1.192681409
2358	1.192661623
2359	1.192566616
2360	1.192566214
2361	1.192565008
2362	1.192552742
2363	1.192544917
2364	1.192498098
2365	1.191903962
2366	1.191835107
2367	1.191731406
2368	1.191553581
2369	1.191485309
2370	1.191432908
2371	1.191429449
2372	1.191429251
2373	1.19031749
2374	1.190238533
2375	1.190214612
2376	1.190113114
2377	1.190111531
2378	1.190071971
2379	1.190064227
2380	1.190057052
2381	1.19005221
2382	1.190035956
2383	1.189993763
2384	1.189877183
2385	1.189794037
2386	1.189787413
2387	1.189782993
2388	1.189676015
2389	1.189407721
2390	1.189335296
2391	1.189282252
2392	1.189254813
2393	1.189253941
2394	1.189125539
2395	1.189120699
2396	1.18906022
2397	1.189024249
2398	1.188976172
2399	1.188947165
2400	1.188897768
2401	1.188825386
2402	1.188712649
2403	1.188618729
2404	1.188572012
2405	1.188402178
2406	1.188276726
2407	1.188273002
2408	1.188116982
2409	1.188091089
2410	1.188036061
2411	1.188035401
2412	1.187610938
2413	1.187437373
2414	1.187435363
2415	1.187429896
2416	1.187368202
2417	1.187263773
2418	1.187255577
2419	1.187252026
2420	1.187245226
2421	1.187243425
2422	1.187198526
2423	1.187159561
2424	1.187148535
2425	1.187136498
2426	1.186925254
2427	1.18680021
2428	1.186677896
2429	1.186625255
2430	1.186534681
2431	1.18653193
2432	1.186251651
2433	1.186249002
2434	1.186248712
2435	1.186245433
2436	1.186200358
2437	1.185933901
2438	1.185805352
2439	1.185704572
2440	1.185701893
2441	1.185653689
2442	1.185565565
2443	1.185516123
2444	1.185458172
2445	1.1853377
2446	1.185268141
2447	1.185267545
2448	1.185267063
2449	1.185225414
2450	1.185224837
2451	1.185052861
2452	1.184996766
2453	1.184549106
2454	1.184449992
2455	1.18442708
2456	1.184350366
2457	1.184312368
2458	1.184224235
2459	1.184159509
2460	1.184156368
2461	1.183907745
2462	1.183903779
2463	1.183874212
2464	1.183844031
2465	1.183817727
2466	1.183783177
2467	1.183640803
2468	1.183597208
2469	1.183459331
2470	1.183322632
2471	1.183219503
2472	1.183111884
2473	1.18307048
2474	1.183028193
2475	1.182986538
2476	1.182936853
2477	1.182926614
2478	1.18287796
2479	1.182674057
2480	1.182620319
2481	1.182582761
2482	1.182519026
2483	1.182301466
2484	1.182298039
2485	1.181962521
2486	1.181484309
2487	1.181243349
2488	1.181173924
2489	1.18113168
2490	1.180740884
2491	1.180739944
2492	1.180640291
2493	1.180520227
2494	1.18043398
2495	1.180433416
2496	1.180352866
2497	1.180246244
2498	1.180244991
2499	1.180093298
2500	1.180092688
2501	1.179903368
2502	1.179480732
2503	1.17917159
2504	1.178755015
2505	1.178656021
2506	1.178650518
2507	1.178579454
2508	1.17786372
2509	1.177238798
2510	1.177080977
2511	1.176680442
2512	1.176473876
2513	1.176337753
2514	1.176244422
2515	1.176011777
2516	1.175888742
2517	1.175794795
2518	1.175403893
2519	1.175182312
2520	1.175146835
2521	1.174100604
2522	1.174100274
2523	1.174012877
2524	1.173916503
2525	1.173843265
2526	1.173639032
2527	1.173618321
2528	1.173583511
2529	1.173120418
2530	1.172945887
2531	1.172854803
2532	1.172581854
2533	1.172580316
2534	1.172343943
2535	1.172343487
2536	1.172342212
2537	1.172288392
2538	1.172148215
2539	1.172132331
2540	1.172061196
2541	1.172038228
2542	1.171257936
2543	1.171174019
2544	1.171172992
2545	1.170898544
2546	1.170847807
2547	1.170134342
2548	1.169601399
2549	1.169536684
2550	1.169306168
2551	1.169265077
2552	1.169127726
2553	1.168850935
2554	1.168461588
2555	1.168041119
2556	1.167998367
2557	1.167944517
2558	1.167825423
2559	1.167824867
2560	1.167146268
2561	1.166944136
2562	1.16659056
2563	1.166519724
2564	1.166498433
2565	1.166434163
2566	1.166406849
2567	1.166353577
2568	1.166249409
2569	1.166200071
2570	1.166088916
2571	1.166088464
2572	1.166087884
2573	1.166024611
2574	1.165978076
2575	1.165971956
2576	1.165971405
2577	1.165901224
2578	1.165726147
2579	1.165718804
2580	1.165624151
2581	1.165617971
2582	1.165562952
2583	1.165469969
2584	1.165425693
2585	1.165372443
2586	1.165260673
2587	1.165161062
2588	1.165143804
2589	1.165013531
2590	1.164999713
2591	1.164995044
2592	1.164751622
2593	1.164330251
2594	1.164329688
2595	1.164234952
2596	1.164085768
2597	1.163458359
2598	1.163454461
2599	1.163450014
2600	1.163410445
2601	1.163255515
2602	1.163142207
2603	1.162814382
2604	1.162529083
2605	1.162499592
2606	1.162296714
2607	1.161667563
2608	1.161664751
2609	1.16135814
2610	1.161252115
2611	1.161162431
2612	1.161161943
2613	1.160799965
2614	1.16071421
2615	1.160701141
2616	1.160699719
2617	1.160696842
2618	1.16046547
2619	1.159968024
2620	1.159967521
2621	1.159961463
2622	1.159369395
2623	1.159081961
2624	1.15896564
2625	1.15857138
2626	1.158513821
2627	1.158456783
2628	1.1582469
2629	1.158233167
2630	1.158203848
2631	1.158112365
2632	1.158012674
2633	1.157961033
2634	1.157899237
2635	1.156836559
2636	1.156784652
2637	1.156398876
2638	1.156398731
2639	1.156307281
2640	1.156254283
2641	1.156254061
2642	1.156248911
2643	1.156236264
2644	1.156172479
2645	1.156172182
2646	1.155935801
2647	1.155935587
2648	1.155877209
2649	1.155823963
2650	1.155823539
2651	1.155415616
2652	1.155053899
2653	1.154958913
2654	1.154946322
2655	1.154931063
2656	1.154930056
2657	1.154742319
2658	1.15450797
2659	1.154505587
2660	1.154505053
2661	1.154490002
2662	1.154458492
2663	1.154448302
2664	1.154344933
2665	1.154338638
2666	1.153841946
2667	1.153729766
2668	1.153729585
2669	1.153604314
2670	1.153509985
2671	1.153205063
2672	1.15303165
2673	1.152982689
2674	1.15284705
2675	1.152823453
2676	1.15272231
2677	1.152722098
2678	1.152672558
2679	1.152602829
2680	1.152375006
2681	1.152080674
2682	1.152074741
2683	1.152021996
2684	1.151848878
2685	1.151790914
2686	1.151785422
2687	1.151730482
2688	1.15168709
2689	1.150858438
2690	1.150617403
2691	1.150590578
2692	1.150511282
2693	1.150381709
2694	1.150337722
2695	1.15033164
2696	1.149768688
2697	1.149767798
2698	1.149726513
2699	1.149726466
2700	1.149611521
2701	1.14953534
2702	1.149515571
2703	1.149403655
2704	1.149312426
2705	1.149283529
2706	1.14899429
2707	1.148972443
2708	1.148969754
2709	1.148965659
2710	1.148926989
2711	1.148926776
2712	1.148926424
2713	1.14876562
2714	1.148649033
2715	1.148626854
2716	1.14859872
2717	1.148597735
2718	1.14857206
2719	1.148481002
2720	1.148228407
2721	1.148201029
2722	1.148133342
2723	1.147716344
2724	1.14762823
2725	1.147608863
2726	1.147605262
2727	1.147603422
2728	1.14754395
2729	1.147403658
2730	1.147218069
2731	1.147078099
2732	1.146977733
2733	1.146977191
2734	1.146948707
2735	1.146944159
2736	1.14650265
2737	1.146497853
2738	1.146188519
2739	1.146099629
2740	1.146096713
2741	1.146077749
2742	1.146025474
2743	1.145948639
2744	1.145895243
2745	1.145807611
2746	1.145734472
2747	1.14568064
2748	1.145610438
2749	1.144942763
2750	1.144813107
2751	1.144806929
2752	1.144725811
2753	1.144676461
2754	1.144618735
2755	1.144291403
2756	1.144236511
2757	1.144154604
2758	1.144148685
2759	1.143410962
2760	1.143409237
2761	1.143396631
2762	1.14330696
2763	1.143303211
2764	1.143280324
2765	1.143273651
2766	1.143216843
2767	1.143125011
2768	1.14269489
2769	1.142174507
2770	1.142174031
2771	1.142137719
2772	1.142137529
2773	1.142061719
2774	1.141575781
2775	1.141500956
2776	1.141500752
2777	1.141429745
2778	1.141294252
2779	1.141292013
2780	1.141286894
2781	1.141195521
2782	1.140955733
2783	1.140951878
2784	1.140101818
2785	1.139702686
2786	1.139700747
2787	1.139674493
2788	1.1396405
2789	1.139635995
2790	1.139625159
2791	1.139624033
2792	1.139606865
2793	1.139558316
2794	1.139434666
2795	1.139432893
2796	1.139428613
2797	1.139357678
2798	1.139354634
2799	1.139354248
2800	1.139353786
2801	1.139276784
2802	1.139254338
2803	1.138957807
2804	1.138555477
2805	1.138522668
2806	1.138506612
2807	1.137660067
2808	1.137619571
2809	1.13754232
2810	1.137530367
2811	1.137418704
2812	1.137372719
2813	1.137274975
2814	1.136673353
2815	1.136552819
2816	1.13655077
2817	1.136459797
2818	1.136325493
2819	1.136325284
2820	1.136271082
2821	1.13620594
2822	1.136160583
2823	1.136070217
2824	1.136069129
2825	1.135633664
2826	1.135557934
2827	1.135491659
2828	1.135411694
2829	1.135170895
2830	1.135076449
2831	1.135050316
2832	1.134971743
2833	1.134704218
2834	1.134704023
2835	1.134176884
2836	1.134114536
2837	1.133983708
2838	1.133833901
2839	1.133833097
2840	1.133762439
2841	1.132621038
2842	1.132608204
2843	1.132301575
2844	1.132269316
2845	1.132031823
2846	1.131974525
2847	1.131935568
2848	1.131196893
2849	1.130903277
2850	1.130883424
2851	1.130333563
2852	1.130333075
2853	1.130264021
2854	1.129551298
2855	1.129523927
2856	1.129276225
2857	1.129223252
2858	1.129112776
2859	1.12906944
2860	1.129027573
2861	1.128978497
2862	1.128977776
2863	1.1289401
2864	1.128855668
2865	1.12883774
2866	1.128807316
2867	1.128755266
2868	1.128620743
2869	1.128617975
2870	1.128216152
2871	1.128200832
2872	1.128194309
2873	1.128133659
2874	1.128132003
2875	1.128068751
2876	1.128027794
2877	1.128023726
2878	1.127716481
2879	1.127712692
2880	1.127661544
2881	1.127592969
2882	1.127522251
2883	1.127394881
2884	1.127266911
2885	1.127145099
2886	1.126765577
2887	1.126646357
2888	1.126413055
2889	1.126359266
2890	1.126303824
2891	1.126262879
2892	1.125236567
2893	1.125175168
2894	1.124992171
2895	1.124991615
2896	1.124956942
2897	1.124059039
2898	1.123853031
2899	1.12382298
2900	1.123781588
2901	1.123751711
2902	1.12374917
2903	1.123732569
2904	1.123715504
2905	1.123640995
2906	1.123637433
2907	1.12359732
2908	1.123590119
2909	1.123588353
2910	1.123527142
2911	1.123151145
2912	1.12303016
2913	1.123029714
2914	1.122907077
2915	1.122814001
2916	1.122774843
2917	1.122771809
2918	1.122735874
2919	1.122706989
2920	1.121740154
2921	1.12173729
2922	1.121712427
2923	1.121623217
2924	1.12152268
2925	1.121470017
2926	1.121391012
2927	1.121388399
2928	1.121136707
2929	1.121079701
2930	1.12099262
2931	1.12098701
2932	1.120221541
2933	1.119686399
2934	1.119652624
2935	1.119649457
2936	1.119580004
2937	1.119579342
2938	1.119383376
2939	1.119382683
2940	1.119249165
2941	1.118951707
2942	1.118894798
2943	1.118833721
2944	1.118799485
2945	1.118658944
2946	1.118403992
2947	1.11840084
2948	1.118318661
2949	1.118318081
2950	1.118050808
2951	1.118027656
2952	1.118026485
2953	1.118024347
2954	1.118022984
2955	1.117981391
2956	1.117980811
2957	1.117257709
2958	1.117247048
2959	1.117243919
2960	1.116913795
2961	1.116746681
2962	1.116562142
2963	1.116509806
2964	1.11650853
2965	1.116383627
2966	1.116382613
2967	1.116349349
2968	1.116309284
2969	1.116215616
2970	1.116213177
2971	1.116174588
2972	1.11612936
2973	1.116129157
2974	1.116097171
2975	1.116094987
2976	1.116070001
2977	1.116010626
2978	1.11571667
2979	1.115716101
2980	1.115713104
2981	1.115432775
2982	1.115412194
2983	1.115404055
2984	1.115381497
2985	1.115381294
2986	1.115310669
2987	1.115161095
2988	1.115074491
2989	1.115072222
2990	1.115012328
2991	1.114983798
2992	1.114982481
2993	1.114835444
2994	1.114832668
2995	1.114461991
2996	1.11444263
2997	1.114302277
2998	1.114159471
2999	1.11394548
