iter	RMSE
424	1.635826326
425	1.634028036
426	1.63361561
427	1.632320193
428	1.630872848
429	1.6306487
430	1.628787486
431	1.628487592
432	1.62762796
433	1.627334991
434	1.627132593
435	1.62696965
436	1.626629352
437	1.626273243
438	1.624755404
439	1.623113398
440	1.622869351
441	1.622567866
442	1.622360483
443	1.620165104
444	1.619973622
445	1.619746094
446	1.619574564
447	1.618467533
448	1.618189066
449	1.617921576
450	1.617540215
451	1.617375842
452	1.616318075
453	1.615968297
454	1.614515426
455	1.614196951
456	1.613526958
457	1.611403836
458	1.611259939
459	1.610997998
460	1.609224158
461	1.608932778
462	1.608791752
463	1.60709732
464	1.606889521
465	1.606515005
466	1.605615886
467	1.605482993
468	1.603712959
469	1.603453195
470	1.603061045
471	1.602703079
472	1.602130333
473	1.600999113
474	1.60089399
475	1.598899343
476	1.598290878
477	1.597976782
478	1.597723777
479	1.597362965
480	1.597095696
481	1.596759995
482	1.595026943
483	1.594269471
484	1.592985276
485	1.592834379
486	1.592568354
487	1.591463251
488	1.591323519
489	1.590027406
490	1.589856235
491	1.589611779
492	1.588701445
493	1.588393498
494	1.588270336
495	1.586614613
496	1.58530901
497	1.585198301
498	1.584930516
499	1.583210163
500	1.583061701
501	1.582830342
502	1.581960475
503	1.580863782
504	1.580709896
505	1.579999561
506	1.579612629
507	1.579365437
508	1.578085651
509	1.577785699
510	1.577244385
511	1.577170652
512	1.575451084
513	1.573934287
514	1.573388488
515	1.57271198
516	1.571021167
517	1.570861942
518	1.570652344
519	1.569377281
520	1.567978721
521	1.567645702
522	1.567497468
523	1.567189329
524	1.567009878
525	1.566827942
526	1.566311507
527	1.566154609
528	1.564742238
529	1.564624241
530	1.564370111
531	1.563244528
532	1.563123346
533	1.562902197
534	1.561749596
535	1.561639015
536	1.561572628
537	1.559995966
538	1.559691404
539	1.559139277
540	1.558588678
541	1.557188033
542	1.55616832
543	1.554529154
544	1.553489268
545	1.553237203
546	1.553079352
547	1.551047551
548	1.549794366
549	1.549630466
550	1.549321332
551	1.548953768
552	1.54872367
553	1.548496455
554	1.547957955
555	1.546671327
556	1.545953516
557	1.544837586
558	1.544355872
559	1.544108841
560	1.543061676
561	1.542160556
562	1.542003722
563	1.539926936
564	1.539828037
565	1.538987588
566	1.538662403
567	1.538178845
568	1.537552092
569	1.536129877
570	1.535914878
571	1.53578294
572	1.534476928
573	1.534202834
574	1.534079063
575	1.533667888
576	1.532555341
577	1.532282042
578	1.532103483
579	1.53126597
580	1.531084948
581	1.530636199
582	1.530505541
583	1.53035786
584	1.529894244
585	1.529783324
586	1.529230811
587	1.529107093
588	1.528698112
589	1.528567943
590	1.527524169
591	1.527340958
592	1.526651648
593	1.526392662
594	1.526306224
595	1.526048006
596	1.52591578
597	1.525833691
598	1.52571741
599	1.524836411
600	1.524121693
601	1.523887006
602	1.523785925
603	1.522426317
604	1.52171578
605	1.52162462
606	1.52145895
607	1.521348867
608	1.52092845
609	1.519893769
610	1.518546655
611	1.518451624
612	1.518325589
613	1.518126047
614	1.517927666
615	1.517752836
616	1.51768365
617	1.516934272
618	1.516786483
619	1.51665996
620	1.516403232
621	1.515223597
622	1.515156379
623	1.51496022
624	1.514876303
625	1.514438616
626	1.51342593
627	1.513256763
628	1.513104956
629	1.512658645
630	1.512133614
631	1.511679875
632	1.511479655
633	1.511303409
634	1.511105684
635	1.510563039
636	1.509164309
637	1.508944381
638	1.508598009
639	1.508505451
640	1.5075927
641	1.507480007
642	1.507408083
643	1.506613052
644	1.506404039
645	1.505267517
646	1.505097962
647	1.504983049
648	1.504874372
649	1.504791677
650	1.504300359
651	1.504044646
652	1.503259951
653	1.503023064
654	1.50284632
655	1.502684804
656	1.502506127
657	1.502421198
658	1.50100682
659	1.500754274
660	1.50068066
661	1.500258104
662	1.500094335
663	1.499923782
664	1.499816198
665	1.499651937
666	1.498611219
667	1.497904421
668	1.497832564
669	1.497221465
670	1.497092055
671	1.496887988
672	1.496683507
673	1.496595086
674	1.495365823
675	1.495240941
676	1.494149102
677	1.494013279
678	1.492959212
679	1.492528601
680	1.492133557
681	1.492038978
682	1.491755274
683	1.491608343
684	1.491302103
685	1.491163729
686	1.491064446
687	1.49088614
688	1.490817165
689	1.490667193
690	1.49055322
691	1.490049282
692	1.488507955
693	1.488269878
694	1.48819803
695	1.487209013
696	1.486450817
697	1.48555668
698	1.485361116
699	1.485294135
700	1.485171887
701	1.48500672
702	1.484957008
703	1.484542209
704	1.48434549
705	1.483778764
706	1.482975053
707	1.482757772
708	1.482003928
709	1.481078995
710	1.480192889
711	1.480046684
712	1.478205042
713	1.478000926
714	1.47788234
715	1.477472879
716	1.47640917
717	1.475209564
718	1.474289467
719	1.474077968
720	1.474005465
721	1.473087451
722	1.472986352
723	1.47228389
724	1.472160302
725	1.471947361
726	1.471606636
727	1.471302813
728	1.470816143
729	1.469758041
730	1.469677973
731	1.468906157
732	1.468839843
733	1.468553248
734	1.467761908
735	1.467572135
736	1.467087472
737	1.466947257
738	1.466792449
739	1.466660479
740	1.466515737
741	1.465504729
742	1.465222433
743	1.465126549
744	1.465005164
745	1.464745037
746	1.464672781
747	1.464609818
748	1.464528365
749	1.464319379
750	1.463856972
751	1.463704062
752	1.463544507
753	1.463444634
754	1.463229493
755	1.462990892
756	1.461851792
757	1.461521775
758	1.461309343
759	1.461186715
760	1.46111627
761	1.461039088
762	1.459842704
763	1.459798778
764	1.45939496
765	1.459253618
766	1.459012977
767	1.458489491
768	1.457905026
769	1.457783342
770	1.457728205
771	1.456846695
772	1.45678689
773	1.456723204
774	1.455225914
775	1.455024944
776	1.454901034
777	1.454844324
778	1.454285008
779	1.452673487
780	1.452487664
781	1.45236468
782	1.45216661
783	1.45212633
784	1.451911539
785	1.451584154
786	1.451383517
787	1.451140381
788	1.450400118
789	1.450318066
790	1.44943634
791	1.449364281
792	1.449203777
793	1.448831052
794	1.447698664
795	1.44752662
796	1.447092355
797	1.446634751
798	1.445950093
799	1.445216089
800	1.445076175
801	1.444702517
802	1.443196685
803	1.441612648
804	1.441564465
805	1.44105996
806	1.441005276
807	1.440676743
808	1.440305309
809	1.44022968
810	1.440116714
811	1.439431523
812	1.439306582
813	1.439165333
814	1.439000799
815	1.438217965
816	1.437280821
817	1.437125054
818	1.43663403
819	1.436579332
820	1.435834128
821	1.435285998
822	1.434609194
823	1.434466628
824	1.43424881
825	1.433789218
826	1.432870676
827	1.431999257
828	1.431547563
829	1.431292444
830	1.431126639
831	1.43101776
832	1.430501526
833	1.429109824
834	1.429027371
835	1.428693091
836	1.428509505
837	1.4282742
838	1.428125926
839	1.428018315
840	1.427810805
841	1.427472405
842	1.427080394
843	1.426097191
844	1.424945655
845	1.424178652
846	1.423647889
847	1.423515221
848	1.423351125
849	1.423215755
850	1.422493562
851	1.422403782
852	1.422204982
853	1.422133312
854	1.42194758
855	1.421884016
856	1.421786667
857	1.421651627
858	1.421338345
859	1.420919636
860	1.420758893
861	1.420710667
862	1.420462163
863	1.420072181
864	1.419964815
865	1.419902639
866	1.419070893
867	1.418920973
868	1.418549878
869	1.418508597
870	1.41842405
871	1.418224604
872	1.416467656
873	1.416350151
874	1.416174988
875	1.415866195
876	1.415072389
877	1.414557868
878	1.414427319
879	1.414099508
880	1.414054802
881	1.413943395
882	1.413816024
883	1.413728103
884	1.413625488
885	1.413188227
886	1.41246238
887	1.41190993
888	1.411630433
889	1.41149289
890	1.410716965
891	1.410244407
892	1.4098699
893	1.40979836
894	1.40925224
895	1.409211571
896	1.40916988
897	1.408722529
898	1.408207366
899	1.40810398
900	1.408041321
901	1.40786491
902	1.407650469
903	1.407502221
904	1.407268362
905	1.407149921
906	1.407114334
907	1.407065567
908	1.406983026
909	1.406744499
910	1.40669851
911	1.406656369
912	1.406454003
913	1.406431238
914	1.406212363
915	1.405928162
916	1.405771333
917	1.405585782
918	1.405415571
919	1.404526832
920	1.403573817
921	1.40347936
922	1.403206483
923	1.40301304
924	1.402921281
925	1.402871448
926	1.402816655
927	1.402648499
928	1.402427047
929	1.402221335
930	1.400308365
931	1.400018723
932	1.399892846
933	1.399669149
934	1.399622057
935	1.399449053
936	1.399050023
937	1.398975138
938	1.398952463
939	1.398742198
940	1.398564837
941	1.398509216
942	1.398418416
943	1.398271645
944	1.398017512
945	1.397979709
946	1.397946907
947	1.397714977
948	1.397589744
949	1.397514568
950	1.397479165
951	1.397362055
952	1.397296693
953	1.39660035
954	1.396435295
955	1.396336903
956	1.39615424
957	1.396089614
958	1.395969666
959	1.395620684
960	1.395506547
961	1.395273775
962	1.395134645
963	1.394391996
964	1.393971549
965	1.393078603
966	1.392931977
967	1.392890487
968	1.392817088
969	1.392788098
970	1.392670347
971	1.392522628
972	1.392386236
973	1.392366162
974	1.392241266
975	1.39219342
976	1.392037308
977	1.391897299
978	1.391767994
979	1.391578505
980	1.390482036
981	1.389235322
982	1.388953039
983	1.388848071
984	1.38872653
985	1.388631343
986	1.388594075
987	1.387680902
988	1.386888222
989	1.386447493
990	1.386029469
991	1.385896747
992	1.385745458
993	1.385716487
994	1.385686881
995	1.385666057
996	1.385524017
997	1.385423649
998	1.385286244
999	1.385167897
1000	1.384269891
1001	1.384079004
1002	1.383810776
1003	1.383495055
1004	1.383396199
1005	1.382571738
1006	1.382528264
1007	1.382476165
1008	1.382183552
1009	1.38193965
1010	1.381884196
1011	1.381552111
1012	1.381544374
1013	1.381477411
1014	1.381384988
1015	1.381225389
1016	1.380909057
1017	1.380739979
1018	1.380703471
1019	1.380021311
1020	1.380004961
1021	1.379891747
1022	1.37973945
1023	1.378315642
1024	1.378118134
1025	1.37773461
1026	1.377686733
1027	1.377599536
1028	1.377493998
1029	1.377416684
1030	1.377288094
1031	1.377247336
1032	1.377180978
1033	1.37709455
1034	1.376909064
1035	1.376801141
1036	1.376778818
1037	1.375935776
1038	1.375318592
1039	1.37526049
1040	1.375180366
1041	1.374823447
1042	1.374726315
1043	1.373579898
1044	1.372455401
1045	1.372178987
1046	1.371410988
1047	1.371068618
1048	1.37041102
1049	1.369612765
1050	1.368837883
1051	1.368596117
1052	1.367619086
1053	1.367505686
1054	1.366628242
1055	1.366618363
1056	1.366523546
1057	1.36625465
1058	1.366170195
1059	1.366084901
1060	1.365968064
1061	1.365797012
1062	1.365514067
1063	1.365491574
1064	1.365446237
1065	1.365228401
1066	1.364561805
1067	1.363952117
1068	1.363811937
1069	1.363524688
1070	1.36342564
1071	1.363285167
1072	1.363229336
1073	1.363213425
1074	1.362887875
1075	1.362714754
1076	1.362656387
1077	1.362539041
1078	1.362452993
1079	1.362348515
1080	1.361227152
1081	1.361152564
1082	1.360738172
1083	1.360673029
1084	1.360567113
1085	1.360526254
1086	1.360437354
1087	1.360339479
1088	1.360154297
1089	1.360098295
1090	1.358200211
1091	1.358049101
1092	1.357560329
1093	1.357450074
1094	1.356256697
1095	1.356192284
1096	1.35609562
1097	1.355827464
1098	1.35579324
1099	1.35572123
1100	1.355330712
1101	1.355316802
1102	1.355218199
1103	1.355198938
1104	1.35514198
1105	1.355092714
1106	1.355013819
1107	1.354959969
1108	1.354923892
1109	1.354901354
1110	1.354863065
1111	1.354333224
1112	1.35428005
1113	1.354261356
1114	1.354218599
1115	1.354013317
1116	1.353955014
1117	1.353872721
1118	1.353820827
1119	1.353754169
1120	1.353720588
1121	1.353700161
1122	1.353607567
1123	1.353540343
1124	1.352894124
1125	1.352775988
1126	1.352751655
1127	1.35268641
1128	1.352616773
1129	1.351945682
1130	1.350907496
1131	1.350877201
1132	1.350836141
1133	1.350210786
1134	1.350052688
1135	1.349985627
1136	1.349962939
1137	1.349862675
1138	1.349825414
1139	1.349373571
1140	1.349220046
1141	1.34913405
1142	1.349061734
1143	1.348900778
1144	1.348805966
1145	1.348755509
1146	1.348695913
1147	1.348625675
1148	1.34855448
1149	1.34842012
1150	1.348227262
1151	1.347912847
1152	1.347850286
1153	1.347795344
1154	1.347757758
1155	1.347697159
1156	1.347681574
1157	1.347666635
1158	1.347150193
1159	1.347114655
1160	1.347011871
1161	1.346786636
1162	1.346732133
1163	1.34588224
1164	1.345862137
1165	1.345477859
1166	1.345359187
1167	1.345301495
1168	1.345181668
1169	1.345129063
1170	1.345054352
1171	1.344903713
1172	1.344832333
1173	1.34456839
1174	1.344496635
1175	1.344067873
1176	1.34403316
1177	1.343054671
1178	1.342983099
1179	1.342670343
1180	1.342525663
1181	1.342491847
1182	1.34238179
1183	1.342312752
1184	1.342187176
1185	1.341985716
1186	1.341784912
1187	1.3416631
1188	1.341424028
1189	1.341191834
1190	1.341099689
1191	1.341018317
1192	1.340985442
1193	1.340927842
1194	1.340909339
1195	1.340861069
1196	1.340758967
1197	1.34067444
1198	1.339923498
1199	1.339667753
1200	1.339645518
1201	1.339580689
1202	1.339552058
1203	1.339431465
1204	1.339271063
1205	1.339248952
1206	1.339052117
1207	1.33880771
1208	1.338744795
1209	1.338715151
1210	1.338624996
1211	1.338533708
1212	1.338489249
1213	1.338474147
1214	1.338421698
1215	1.338413861
1216	1.338047026
1217	1.338042451
1218	1.337992566
1219	1.337868168
1220	1.337726682
1221	1.337416585
1222	1.33741153
1223	1.337166308
1224	1.336912908
1225	1.336887532
1226	1.336853404
1227	1.336768706
1228	1.336755705
1229	1.336651788
1230	1.336556774
1231	1.33654756
1232	1.336405636
1233	1.33634675
1234	1.336297227
1235	1.336237807
1236	1.336051933
1237	1.336028492
1238	1.335689375
1239	1.335590454
1240	1.335486147
1241	1.335427317
1242	1.335362712
1243	1.335119762
1244	1.334860219
1245	1.334738175
1246	1.334654478
1247	1.334584482
1248	1.334494695
1249	1.334466797
1250	1.334433982
1251	1.334376286
1252	1.334263137
1253	1.333675439
1254	1.333600087
1255	1.333476828
1256	1.333236323
1257	1.3331488
1258	1.333113319
1259	1.333041469
1260	1.333000946
1261	1.33289484
1262	1.332872509
1263	1.332818303
1264	1.332795172
1265	1.332742932
1266	1.332688091
1267	1.332645348
1268	1.332605861
1269	1.332348718
1270	1.33228165
1271	1.332173158
1272	1.331644399
1273	1.331637035
1274	1.331587795
1275	1.331347224
1276	1.331327454
1277	1.331257618
1278	1.331240377
1279	1.331145072
1280	1.33105472
1281	1.330969009
1282	1.330869472
1283	1.330718894
1284	1.330707058
1285	1.330614864
1286	1.329957513
1287	1.32986335
1288	1.329787336
1289	1.329726567
1290	1.329649888
1291	1.329586765
1292	1.329559409
1293	1.32946666
1294	1.329462719
1295	1.329387271
1296	1.329340011
1297	1.329304946
1298	1.329257156
1299	1.329159207
1300	1.32912106
1301	1.328471572
1302	1.328430722
1303	1.328158703
1304	1.327721646
1305	1.32770514
1306	1.327667394
1307	1.327546725
1308	1.32742682
1309	1.327425539
1310	1.327414058
1311	1.327334385
1312	1.3272402
1313	1.327045513
1314	1.326989848
1315	1.326934055
1316	1.326891742
1317	1.326878569
1318	1.326862424
1319	1.326843451
1320	1.32679896
1321	1.326765924
1322	1.326756004
1323	1.326502087
1324	1.326343149
1325	1.326325748
1326	1.326325478
1327	1.326307724
1328	1.325767438
1329	1.325752085
1330	1.325678008
1331	1.325618066
1332	1.325519205
1333	1.325455675
1334	1.325244603
1335	1.324966722
1336	1.324906686
1337	1.324900282
1338	1.324866624
1339	1.324853202
1340	1.324781918
1341	1.324761744
1342	1.324746133
1343	1.324745914
1344	1.32459517
1345	1.32455057
1346	1.324537144
1347	1.324516422
1348	1.324507831
1349	1.324409787
1350	1.324390105
1351	1.324296178
1352	1.324098345
1353	1.323717949
1354	1.323482727
1355	1.323469741
1356	1.323273904
1357	1.322463192
1358	1.322285228
1359	1.322284329
1360	1.322277075
1361	1.322141119
1362	1.322117
1363	1.321958472
1364	1.32173712
1365	1.321440903
1366	1.321266139
1367	1.321164232
1368	1.321142698
1369	1.321133569
1370	1.321129908
1371	1.320828186
1372	1.320822143
1373	1.320781452
1374	1.32074499
1375	1.319779986
1376	1.319542213
1377	1.319285576
1378	1.319228939
1379	1.319207381
1380	1.319140822
1381	1.319099202
1382	1.319093644
1383	1.319081459
1384	1.318993883
1385	1.318993673
1386	1.318630797
1387	1.318605161
1388	1.318437095
1389	1.317238725
1390	1.316861745
1391	1.316853175
1392	1.316323027
1393	1.31583075
1394	1.315809194
1395	1.314896785
1396	1.314676885
1397	1.314665377
1398	1.314661969
1399	1.314040023
1400	1.313995144
1401	1.31393424
1402	1.31343626
1403	1.313311873
1404	1.313268527
1405	1.312677317
1406	1.312590808
1407	1.312579757
1408	1.312434009
1409	1.312194955
1410	1.312134676
1411	1.312123822
1412	1.311788482
1413	1.311480663
1414	1.310750396
1415	1.310734158
1416	1.310671567
1417	1.310651682
1418	1.310570558
1419	1.310550836
1420	1.309774726
1421	1.309767533
1422	1.309678153
1423	1.309661745
1424	1.309597068
1425	1.309596705
1426	1.309579372
1427	1.309455935
1428	1.309455809
1429	1.30942112
1430	1.308756425
1431	1.308725853
1432	1.308717991
1433	1.308708261
1434	1.308433632
1435	1.308423293
1436	1.308314015
1437	1.308252228
1438	1.308185917
1439	1.308121755
1440	1.308118616
1441	1.308099484
1442	1.307667629
1443	1.307541552
1444	1.3075319
1445	1.307487157
1446	1.307459535
1447	1.307428568
1448	1.30737859
1449	1.307348521
1450	1.30626612
1451	1.306101482
1452	1.306056364
1453	1.306019058
1454	1.306011764
1455	1.305910354
1456	1.305863049
1457	1.305754971
1458	1.30564798
1459	1.304827528
1460	1.304803699
1461	1.304794208
1462	1.304120588
1463	1.303992957
1464	1.303414296
1465	1.303410161
1466	1.302671436
1467	1.301842301
1468	1.301682659
1469	1.301682569
1470	1.301559847
1471	1.301411859
1472	1.301354039
1473	1.301084275
1474	1.300981176
1475	1.300635669
1476	1.300475429
1477	1.300212378
1478	1.300098981
1479	1.299826487
1480	1.299718227
1481	1.299689497
1482	1.299519786
1483	1.299447744
1484	1.299369109
1485	1.299348698
1486	1.299340043
1487	1.299200853
1488	1.29910432
1489	1.298628284
1490	1.298397897
1491	1.298239034
1492	1.29814119
1493	1.297941737
1494	1.297866622
1495	1.297810051
1496	1.29779573
1497	1.297760014
1498	1.297592822
1499	1.296447439
1500	1.296279806
1501	1.295934082
1502	1.295902038
1503	1.295622832
1504	1.295594754
1505	1.295476688
1506	1.295441515
1507	1.295414922
1508	1.295392243
1509	1.295206278
1510	1.295206122
1511	1.294872272
1512	1.294840718
1513	1.294765851
1514	1.29474332
1515	1.294552636
1516	1.294534208
1517	1.294100375
1518	1.294092103
1519	1.294068589
1520	1.294053153
1521	1.293408954
1522	1.292704573
1523	1.292628385
1524	1.292491848
1525	1.292294629
1526	1.292286567
1527	1.292258178
1528	1.291769397
1529	1.291746394
1530	1.291727919
1531	1.291288932
1532	1.291279798
1533	1.291268125
1534	1.291256289
1535	1.290535495
1536	1.2900924
1537	1.290066664
1538	1.289884475
1539	1.289831307
1540	1.289828091
1541	1.289725112
1542	1.289645539
1543	1.289638786
1544	1.289514439
1545	1.289439481
1546	1.289412278
1547	1.28939649
1548	1.288547911
1549	1.288524727
1550	1.288511041
1551	1.288248644
1552	1.288115493
1553	1.287388024
1554	1.287220212
1555	1.28721305
1556	1.286494858
1557	1.286399291
1558	1.286037108
1559	1.285999524
1560	1.285993298
1561	1.28591287
1562	1.28577345
1563	1.285728502
1564	1.285697473
1565	1.285607749
1566	1.285559577
1567	1.284994842
1568	1.284984361
1569	1.284959964
1570	1.284911855
1571	1.284909731
1572	1.284900983
1573	1.28488802
1574	1.284881485
1575	1.284738496
1576	1.284729803
1577	1.284705361
1578	1.284340807
1579	1.284113771
1580	1.284098743
1581	1.283870875
1582	1.283830676
1583	1.283689382
1584	1.283606172
1585	1.283595025
1586	1.28335931
1587	1.28315053
1588	1.283088916
1589	1.283085517
1590	1.283076643
1591	1.283062741
1592	1.282950693
1593	1.28294465
1594	1.282896087
1595	1.282867978
1596	1.28286215
1597	1.282844593
1598	1.282699667
1599	1.28259168
1600	1.282578842
1601	1.282530871
1602	1.282017046
1603	1.281964389
1604	1.281940281
1605	1.281928137
1606	1.2819225
1607	1.281779519
1608	1.2817677
1609	1.281759365
1610	1.281757796
1611	1.281634589
1612	1.281606012
1613	1.281203146
1614	1.281197363
1615	1.28105552
1616	1.281029551
1617	1.281000736
1618	1.280994367
1619	1.280988101
1620	1.280970614
1621	1.280858068
1622	1.280856573
1623	1.280670949
1624	1.280670822
1625	1.280670273
1626	1.28064755
1627	1.280528965
1628	1.280523425
1629	1.280511814
1630	1.280492545
1631	1.280472676
1632	1.280445509
1633	1.280367194
1634	1.280361934
1635	1.280328842
1636	1.279923216
1637	1.279050314
1638	1.278933746
1639	1.278930854
1640	1.27874883
1641	1.278444296
1642	1.277551268
1643	1.277393769
1644	1.277382732
1645	1.27719438
1646	1.277191556
1647	1.277104365
1648	1.277099726
1649	1.277081812
1650	1.276974387
1651	1.276958796
1652	1.276911908
1653	1.276774015
1654	1.276765809
1655	1.27674345
1656	1.276737345
1657	1.276712894
1658	1.27668567
1659	1.276586233
1660	1.276248097
1661	1.276203541
1662	1.276118122
1663	1.276100641
