iter	Passed	Remaining
1660	78374	63180
1661	78415	63128
1662	78471	63088
1663	78524	63045
1664	78573	63000
1665	78612	62946
1666	78662	62901
1667	78709	62854
1668	78760	62809
1669	78806	62761
1670	78851	62712
1671	78899	62666
1672	78945	62618
1673	78991	62570
1674	79039	62523
1675	79089	62478
1676	79137	62432
1677	79185	62386
1678	79232	62338
1679	79279	62291
1680	79327	62244
1681	79374	62197
1682	79420	62149
1683	79468	62102
1684	79517	62056
1685	79565	62009
1686	79616	61965
1687	79661	61916
1688	79707	61869
1689	79753	61820
1690	79799	61772
1691	79845	61724
1692	79893	61678
1693	79942	61631
1694	79988	61584
1695	80037	61537
1696	80084	61490
1697	80129	61441
1698	80174	61393
1699	80220	61345
1700	80274	61303
1701	80321	61255
1702	80367	61207
1703	80415	61160
1704	80461	61112
1705	80509	61066
1706	80557	61019
1707	80602	60970
1708	80649	60923
1709	80698	60877
1710	80747	60832
1711	80794	60784
1712	80842	60738
1713	80891	60692
1714	80937	60644
1715	80982	60595
1716	81030	60548
1717	81081	60504
1718	81127	60456
1719	81175	60409
1720	81222	60362
1721	81274	60318
1722	81322	60272
1723	81367	60223
1724	81413	60175
1725	81459	60126
1726	81498	60073
1727	81545	60026
1728	81589	59977
1729	81637	59930
1730	81682	59881
1731	81727	59832
1732	81773	59784
1733	81820	59737
1734	81867	59690
1735	81915	59643
1736	81960	59594
1737	82006	59546
1738	82053	59499
1739	82100	59451
1740	82149	59406
1741	82197	59359
1742	82244	59312
1743	82282	59258
1744	82328	59210
1745	82375	59163
1746	82420	59114
1747	82468	59067
1748	82515	59020
1749	82561	58972
1750	82606	58923
1751	82653	58876
1752	82693	58824
1753	82740	58777
1754	82779	58724
1755	82827	58677
1756	82865	58623
1757	82912	58576
1758	82961	58530
1759	83009	58484
1760	83055	58436
1761	83095	58383
1762	83143	58337
1763	83204	58299
1764	83250	58251
1765	83287	58197
1766	83337	58151
1767	83383	58104
1768	83426	58054
1769	83473	58007
1770	83523	57961
1771	83571	57915
1772	83620	57869
1773	83666	57821
1774	83713	57774
1775	83755	57723
1776	83802	57676
1777	83846	57627
1778	83882	57571
1779	83927	57523
1780	83974	57476
1781	84018	57426
1782	84064	57378
1783	84111	57331
1784	84158	57284
1785	84205	57237
1786	84251	57189
1787	84301	57143
1788	84349	57097
1789	84405	57056
1790	84457	57012
1791	84507	56967
1792	84563	56925
1793	84608	56877
1794	84654	56829
1795	84700	56781
1796	84745	56733
1797	84791	56684
1798	84837	56636
1799	84884	56589
1800	84934	56544
1801	84978	56495
1802	85025	56447
1803	85077	56404
1804	85121	56354
1805	85170	56308
1806	85215	56260
1807	85262	56212
1808	85322	56174
1809	85378	56132
1810	85428	56087
1811	85478	56041
1812	85531	55998
1813	85579	55952
1814	85632	55908
1815	85678	55861
1816	85722	55811
1817	85771	55765
1818	85816	55717
1819	85862	55669
1820	85909	55621
1821	85954	55573
1822	85989	55517
1823	86037	55471
1824	86081	55422
1825	86121	55370
1826	86167	55322
1827	86217	55277
1828	86268	55232
1829	86312	55183
1830	86364	55139
1831	86410	55091
1832	86456	55043
1833	86502	54995
1834	86550	54949
1835	86595	54900
1836	86639	54851
1837	86689	54805
1838	86727	54753
1839	86775	54706
1840	86824	54660
1841	86872	54613
1842	86916	54564
1843	86952	54510
1844	86998	54462
1845	87041	54413
1846	87087	54364
1847	87136	54319
1848	87184	54271
1849	87229	54223
1850	87273	54174
1851	87323	54129
1852	87366	54079
1853	87415	54033
1854	87462	53986
1855	87509	53938
1856	87553	53890
1857	87597	53840
1858	87644	53793
1859	87690	53745
1860	87738	53698
1861	87784	53651
1862	87829	53602
1863	87877	53556
1864	87926	53509
1865	87973	53463
1866	88020	53415
1867	88068	53368
1868	88113	53320
1869	88158	53272
1870	88210	53227
1871	88256	53179
1872	88306	53134
1873	88351	53086
1874	88398	53039
1875	88448	52993
1876	88495	52946
1877	88540	52897
1878	88585	52849
1879	88634	52803
1880	88679	52755
1881	88725	52707
1882	88772	52660
1883	88818	52612
1884	88872	52569
1885	88925	52525
1886	88977	52480
1887	89028	52436
1888	89078	52390
1889	89131	52347
1890	89181	52301
1891	89231	52256
1892	89281	52210
1893	89330	52164
1894	89376	52116
1895	89420	52067
1896	89464	52018
1897	89511	51971
1898	89558	51923
1899	89606	51877
1900	89654	51830
1901	89701	51783
1902	89747	51735
1903	89790	51685
1904	89848	51645
1905	89899	51600
1906	89954	51557
1907	90010	51515
1908	90063	51471
1909	90112	51425
1910	90157	51377
1911	90195	51324
1912	90242	51277
1913	90287	51228
1914	90334	51181
1915	90380	51133
1916	90427	51086
1917	90473	51038
1918	90520	50991
1919	90567	50944
1920	90615	50897
1921	90660	50848
1922	90707	50802
1923	90754	50754
1924	90798	50705
1925	90845	50658
1926	90891	50610
1927	90935	50561
1928	90980	50513
1929	91028	50466
1930	91075	50419
1931	91120	50370
1932	91166	50323
1933	91218	50278
1934	91266	50231
1935	91313	50184
1936	91360	50137
1937	91404	50088
1938	91451	50041
1939	91497	49993
1940	91543	49945
1941	91591	49899
1942	91636	49850
1943	91676	49799
1944	91720	49750
1945	91765	49702
1946	91811	49654
1947	91854	49605
1948	91901	49557
1949	91946	49509
1950	91993	49462
1951	92037	49413
1952	92085	49366
1953	92132	49319
1954	92177	49271
1955	92225	49224
1956	92270	49176
1957	92318	49129
1958	92364	49081
1959	92411	49034
1960	92459	48988
1961	92505	48940
1962	92553	48893
1963	92601	48846
1964	92647	48799
1965	92693	48751
1966	92740	48704
1967	92786	48656
1968	92833	48608
1969	92882	48563
1970	92930	48515
1971	92965	48462
1972	93012	48415
1973	93058	48368
1974	93104	48319
1975	93150	48272
1976	93198	48225
1977	93250	48180
1978	93297	48133
1979	93345	48087
1980	93391	48039
1981	93437	47991
1982	93486	47945
1983	93535	47899
1984	93580	47851
1985	93629	47804
1986	93675	47757
1987	93722	47709
1988	93767	47661
1989	93812	47613
1990	93857	47565
1991	93903	47517
1992	93949	47469
1993	93994	47421
1994	94041	47374
1995	94087	47326
1996	94132	47278
1997	94181	47231
1998	94228	47184
1999	94275	47137
2000	94322	47090
2001	94369	47043
2002	94418	46997
2003	94463	46948
2004	94510	46901
2005	94555	46853
2006	94601	46806
2007	94646	46757
2008	94692	46709
2009	94735	46660
2010	94771	46608
2011	94824	46563
2012	94871	46516
2013	94915	46467
2014	94959	46419
2015	95006	46372
2016	95054	46325
2017	95100	46277
2018	95148	46230
2019	95191	46181
2020	95235	46133
2021	95281	46085
2022	95325	46037
2023	95371	45989
2024	95417	45941
2025	95464	45894
2026	95499	45841
2027	95545	45793
2028	95591	45746
2029	95636	45698
2030	95684	45651
2031	95727	45602
2032	95774	45555
2033	95820	45507
2034	95866	45460
2035	95912	45412
2036	95957	45364
2037	96006	45318
2038	96052	45270
2039	96100	45223
2040	96146	45176
2041	96194	45129
2042	96231	45077
2043	96278	45030
2044	96325	44983
2045	96372	44936
2046	96417	44888
2047	96457	44837
2048	96502	44789
2049	96548	44741
2050	96594	44694
2051	96642	44647
2052	96690	44600
2053	96736	44553
2054	96773	44501
2055	96821	44455
2056	96867	44407
2057	96911	44359
2058	96957	44311
2059	97006	44265
2060	97057	44219
2061	97103	44172
2062	97150	44125
2063	97196	44077
2064	97245	44031
2065	97295	43985
2066	97350	43941
2067	97403	43897
2068	97453	43851
2069	97510	43809
2070	97554	43760
2071	97600	43712
2072	97645	43664
2073	97690	43616
2074	97738	43570
2075	97787	43523
2076	97833	43476
2077	97881	43429
2078	97928	43382
2079	97978	43336
2080	98025	43289
2081	98073	43242
2082	98117	43194
2083	98163	43146
2084	98210	43099
2085	98255	43051
2086	98304	43005
2087	98351	42958
2088	98400	42911
2089	98456	42868
2090	98494	42817
2091	98542	42770
2092	98587	42722
2093	98624	42671
2094	98671	42624
2095	98717	42576
2096	98761	42528
2097	98807	42480
2098	98853	42433
2099	98900	42385
2100	98948	42339
2101	98994	42291
2102	99041	42244
2103	99089	42197
2104	99138	42151
2105	99184	42104
2106	99231	42056
2107	99276	42008
2108	99324	41962
2109	99368	41913
2110	99413	41865
2111	99458	41817
2112	99507	41771
2113	99554	41724
2114	99600	41676
2115	99647	41629
2116	99693	41582
2117	99738	41534
2118	99776	41483
2119	99822	41435
2120	99869	41388
2121	99914	41340
2122	99965	41295
2123	100013	41248
2124	100059	41201
2125	100110	41155
2126	100156	41108
2127	100205	41061
2128	100261	41018
2129	100308	40971
2130	100346	40920
2131	100391	40872
2132	100434	40823
2133	100481	40776
2134	100529	40729
2135	100577	40683
2136	100628	40637
2137	100674	40590
2138	100723	40543
2139	100771	40496
2140	100820	40450
2141	100869	40404
2142	100914	40356
2143	100953	40306
2144	101000	40258
2145	101047	40211
2146	101098	40166
2147	101146	40119
2148	101192	40072
2149	101238	40024
2150	101285	39977
2151	101332	39930
2152	101376	39882
2153	101422	39834
2154	101468	39786
2155	101512	39738
2156	101559	39691
2157	101605	39643
2158	101661	39600
2159	101748	39568
2160	101822	39532
2161	101909	39500
2162	101967	39457
2163	102026	39415
2164	102091	39374
2165	102158	39335
2166	102222	39294
2167	102289	39254
2168	102350	39213
2169	102407	39169
2170	102454	39122
2171	102500	39074
2172	102550	39028
2173	102597	38981
2174	102650	38936
2175	102698	38889
2176	102744	38842
2177	102789	38794
2178	102836	38746
2179	102882	38698
2180	102924	38649
2181	102970	38602
2182	103017	38554
2183	103063	38507
2184	103109	38459
2185	103156	38412
2186	103202	38364
2187	103247	38316
2188	103292	38268
2189	103337	38220
2190	103385	38173
2191	103430	38125
2192	103475	38077
2193	103521	38030
2194	103565	37981
2195	103613	37935
2196	103661	37888
2197	103707	37840
2198	103753	37792
2199	103800	37745
2200	103845	37697
2201	103892	37650
2202	103943	37604
2203	103990	37557
2204	104035	37509
2205	104084	37462
2206	104129	37414
2207	104174	37366
2208	104220	37319
2209	104268	37272
2210	104316	37225
2211	104365	37178
2212	104413	37132
2213	104460	37084
2214	104505	37036
2215	104552	36989
2216	104599	36942
2217	104643	36894
2218	104693	36848
2219	104744	36802
2220	104793	36755
2221	104841	36708
2222	104891	36662
2223	104932	36613
2224	104994	36570
2225	105042	36524
2226	105093	36478
2227	105140	36430
2228	105187	36383
2229	105236	36337
2230	105282	36289
2231	105329	36242
2232	105375	36194
2233	105422	36147
2234	105458	36096
2235	105505	36049
2236	105550	36001
2237	105602	35955
2238	105651	35909
2239	105691	35859
2240	105736	35811
2241	105782	35764
2242	105828	35716
2243	105864	35665
2244	105914	35619
2245	105960	35571
2246	106005	35523
2247	106053	35476
2248	106097	35428
2249	106144	35381
2250	106192	35334
2251	106237	35286
2252	106284	35239
2253	106330	35191
2254	106377	35144
2255	106424	35097
2256	106471	35050
2257	106517	35002
2258	106563	34955
2259	106608	34907
2260	106654	34859
2261	106701	34812
2262	106746	34764
2263	106793	34717
2264	106837	34669
2265	106884	34621
2266	106939	34577
2267	106986	34530
2268	107035	34483
2269	107073	34433
2270	107120	34386
2271	107168	34339
2272	107215	34292
2273	107261	34244
2274	107309	34197
2275	107356	34150
2276	107402	34102
2277	107448	34055
2278	107494	34007
2279	107534	33958
2280	107583	33911
2281	107629	33864
2282	107678	33817
2283	107728	33771
2284	107776	33724
2285	107822	33676
2286	107869	33629
2287	107917	33582
2288	107962	33535
2289	108007	33487
2290	108051	33438
2291	108098	33391
2292	108146	33344
2293	108192	33297
2294	108237	33249
2295	108286	33202
2296	108336	33156
2297	108388	33110
2298	108441	33065
2299	108492	33019
2300	108540	32972
2301	108596	32928
2302	108644	32881
2303	108693	32834
2304	108742	32787
2305	108792	32741
2306	108842	32695
2307	108894	32649
2308	108943	32602
2309	108994	32556
2310	109046	32511
2311	109097	32465
2312	109148	32418
2313	109201	32373
2314	109242	32324
2315	109294	32278
2316	109335	32229
2317	109385	32183
2318	109432	32136
2319	109478	32088
2320	109525	32041
2321	109573	31994
2322	109620	31947
2323	109663	31898
2324	109708	31850
2325	109752	31802
2326	109799	31755
2327	109865	31713
2328	109942	31675
2329	110014	31635
2330	110075	31591
2331	110125	31545
2332	110175	31498
2333	110225	31452
2334	110275	31406
2335	110324	31359
2336	110376	31313
2337	110432	31268
2338	110481	31221
2339	110532	31175
2340	110588	31131
2341	110635	31083
2342	110683	31036
2343	110729	30989
2344	110766	30939
2345	110812	30891
2346	110855	30842
2347	110901	30795
2348	110944	30747
2349	110994	30700
2350	111040	30653
2351	111100	30609
2352	111146	30561
2353	111192	30514
2354	111237	30466
2355	111282	30418
2356	111326	30370
2357	111370	30322
2358	111414	30274
2359	111461	30226
2360	111507	30179
2361	111552	30131
2362	111595	30082
2363	111641	30035
2364	111687	29988
2365	111735	29940
2366	111781	29893
2367	111827	29845
2368	111873	29798
2369	111918	29750
2370	111965	29703
2371	112011	29655
2372	112061	29609
2373	112117	29564
2374	112168	29517
2375	112222	29472
2376	112268	29425
2377	112313	29377
2378	112363	29330
2379	112412	29283
2380	112459	29236
2381	112503	29188
2382	112550	29141
2383	112596	29093
2384	112642	29046
2385	112688	28998
2386	112735	28951
2387	112780	28903
2388	112828	28856
2389	112874	28808
2390	112920	28761
2391	112968	28714
2392	113008	28665
2393	113056	28618
2394	113102	28570
2395	113149	28523
2396	113194	28475
2397	113234	28426
2398	113285	28380
2399	113331	28332
2400	113378	28285
2401	113423	28237
2402	113469	28190
2403	113517	28143
2404	113563	28095
2405	113613	28049
2406	113658	28001
2407	113703	27953
2408	113751	27906
2409	113797	27859
2410	113845	27812
2411	113892	27764
2412	113941	27718
2413	113987	27670
2414	114035	27623
2415	114081	27575
2416	114128	27528
2417	114175	27481
2418	114219	27433
2419	114266	27386
2420	114313	27338
2421	114358	27291
2422	114405	27243
2423	114451	27196
2424	114497	27148
2425	114543	27101
2426	114591	27054
2427	114638	27007
2428	114683	26959
2429	114730	26912
2430	114776	26864
2431	114820	26816
2432	114868	26769
2433	114914	26722
2434	114963	26675
2435	115009	26627
2436	115056	26580
2437	115101	26532
2438	115150	26485
2439	115198	26438
2440	115246	26391
2441	115283	26342
2442	115330	26295
2443	115374	26247
2444	115420	26199
2445	115468	26152
2446	115515	26105
2447	115560	26057
2448	115608	26010
2449	115654	25963
2450	115699	25915
2451	115746	25868
2452	115792	25820
2453	115839	25773
2454	115887	25726
2455	115934	25679
2456	115980	25631
2457	116017	25582
2458	116065	25535
2459	116111	25487
2460	116157	25440
2461	116203	25393
2462	116249	25345
2463	116295	25298
2464	116340	25250
2465	116387	25203
2466	116433	25155
2467	116479	25108
2468	116525	25060
2469	116570	25013
2470	116608	24963
2471	116654	24916
2472	116700	24868
2473	116746	24821
2474	116790	24773
2475	116835	24725
2476	116880	24678
2477	116924	24630
2478	116968	24582
2479	117013	24535
2480	117060	24487
2481	117107	24440
2482	117153	24393
2483	117206	24347
2484	117254	24300
2485	117301	24252
2486	117350	24206
2487	117397	24159
2488	117444	24111
2489	117491	24064
2490	117540	24017
2491	117586	23970
2492	117632	23922
2493	117680	23875
2494	117726	23828
2495	117763	23779
2496	117812	23732
2497	117857	23684
2498	117904	23637
2499	117951	23590
2500	117997	23542
2501	118043	23495
2502	118094	23449
2503	118142	23401
2504	118189	23354
2505	118234	23307
2506	118282	23260
2507	118328	23212
2508	118375	23165
2509	118421	23118
2510	118468	23070
2511	118512	23023
2512	118556	22975
2513	118602	22927
2514	118648	22880
2515	118694	22833
2516	118741	22785
2517	118788	22738
2518	118838	22692
2519	118885	22644
2520	118933	22597
2521	118980	22550
2522	119030	22503
2523	119077	22456
2524	119123	22409
2525	119171	22362
2526	119220	22315
2527	119264	22267
2528	119311	22220
2529	119358	22173
2530	119396	22124
2531	119442	22077
2532	119488	22029
2533	119537	21982
2534	119583	21935
2535	119629	21888
2536	119677	21840
2537	119723	21793
2538	119770	21746
2539	119815	21698
2540	119862	21651
2541	119910	21604
2542	119956	21557
2543	120004	21510
2544	120049	21462
2545	120096	21415
2546	120142	21368
2547	120189	21320
2548	120236	21273
2549	120281	21226
2550	120328	21178
2551	120374	21131
2552	120424	21084
2553	120471	21037
2554	120516	20990
2555	120563	20943
2556	120611	20895
2557	120657	20848
2558	120704	20801
2559	120749	20753
2560	120795	20706
2561	120842	20659
2562	120891	20612
2563	120938	20565
2564	120981	20517
2565	121027	20469
2566	121073	20422
2567	121120	20375
2568	121167	20328
2569	121217	20281
2570	121262	20233
2571	121306	20186
2572	121352	20138
2573	121402	20092
2574	121456	20046
2575	121513	20000
2576	121562	19953
2577	121598	19904
2578	121646	19857
2579	121691	19810
2580	121733	19762
2581	121778	19714
2582	121824	19667
2583	121870	19620
2584	121918	19572
2585	121972	19526
2586	122024	19480
2587	122070	19433
2588	122115	19385
2589	122162	19338
2590	122199	19289
2591	122244	19242
2592	122290	19194
2593	122334	19147
2594	122378	19099
2595	122423	19051
2596	122478	19006
2597	122535	18960
2598	122586	18913
2599	122633	18866
2600	122677	18819
2601	122721	18771
2602	122769	18724
2603	122814	18676
2604	122860	18629
2605	122904	18581
2606	122950	18534
2607	122998	18487
2608	123047	18440
2609	123095	18393
2610	123146	18346
2611	123191	18299
2612	123237	18252
2613	123285	18205
2614	123332	18157
2615	123369	18109
2616	123417	18062
2617	123462	18014
2618	123508	17967
2619	123555	17920
2620	123603	17873
2621	123652	17826
2622	123699	17779
2623	123747	17732
2624	123793	17684
2625	123842	17637
2626	123889	17590
2627	123936	17543
2628	123982	17496
2629	124027	17448
2630	124074	17401
2631	124120	17354
2632	124168	17307
2633	124221	17260
2634	124267	17213
2635	124307	17165
2636	124353	17118
2637	124399	17070
2638	124442	17023
2639	124481	16974
2640	124529	16927
2641	124576	16880
2642	124623	16833
2643	124668	16785
2644	124714	16738
2645	124763	16691
2646	124810	16644
2647	124856	16597
2648	124906	16550
2649	124951	16503
2650	125003	16456
2651	125051	16409
2652	125099	16362
2653	125147	16315
2654	125194	16268
2655	125241	16221
2656	125290	16174
2657	125337	16126
2658	125383	16079
2659	125419	16031
2660	125467	15983
2661	125515	15937
2662	125562	15889
2663	125608	15842
2664	125654	15795
2665	125701	15748
2666	125749	15700
2667	125797	15653
2668	125843	15606
2669	125890	15559
2670	125937	15512
2671	125985	15465
2672	126032	15418
2673	126082	15371
2674	126130	15324
2675	126182	15277
2676	126226	15230
2677	126272	15182
2678	126319	15135
2679	126364	15088
2680	126411	15041
2681	126458	14993
2682	126505	14946
2683	126550	14899
2684	126596	14852
2685	126642	14804
2686	126688	14757
2687	126734	14710
2688	126780	14662
2689	126827	14615
2690	126873	14568
2691	126921	14521
2692	126977	14475
2693	127034	14429
2694	127085	14382
2695	127146	14337
2696	127206	14291
2697	127270	14245
2698	127327	14199
2699	127379	14153
2700	127436	14107
2701	127488	14060
2702	127539	14013
2703	127581	13966
2704	127634	13919
2705	127682	13872
2706	127736	13825
2707	127787	13779
2708	127841	13732
2709	127893	13686
2710	127949	13639
2711	128003	13593
2712	128053	13546
2713	128102	13499
2714	128153	13452
2715	128205	13405
2716	128254	13358
2717	128299	13311
2718	128344	13263
2719	128392	13216
2720	128438	13169
2721	128483	13122
2722	128529	13074
2723	128574	13027
2724	128618	12979
2725	128662	12932
2726	128709	12885
2727	128757	12838
2728	128806	12790
2729	128853	12743
2730	128899	12696
2731	128946	12649
2732	128995	12602
2733	129042	12554
2734	129088	12507
2735	129133	12460
2736	129179	12412
2737	129227	12365
2738	129267	12317
2739	129315	12270
2740	129360	12223
2741	129405	12176
2742	129451	12128
2743	129497	12081
2744	129544	12034
2745	129590	11986
2746	129639	11939
2747	129685	11892
2748	129733	11845
2749	129780	11798
2750	129827	11750
2751	129871	11703
2752	129918	11656
2753	129966	11609
2754	130012	11561
2755	130059	11514
2756	130103	11467
2757	130149	11419
2758	130195	11372
2759	130242	11325
2760	130291	11278
2761	130339	11231
2762	130384	11183
2763	130431	11136
2764	130476	11089
2765	130522	11042
2766	130572	10995
2767	130618	10947
2768	130665	10900
2769	130713	10853
2770	130758	10806
2771	130803	10758
2772	130846	10711
2773	130892	10663
2774	130937	10616
2775	130985	10569
2776	131032	10522
2777	131076	10474
2778	131124	10427
2779	131168	10380
2780	131215	10333
2781	131261	10285
2782	131307	10238
2783	131353	10191
2784	131399	10143
2785	131445	10096
2786	131491	10049
2787	131538	10002
2788	131584	9954
2789	131633	9907
2790	131678	9860
2791	131725	9813
2792	131770	9766
2793	131817	9718
2794	131862	9671
2795	131898	9623
2796	131944	9576
2797	131988	9528
2798	132034	9481
2799	132081	9434
2800	132134	9387
2801	132183	9340
2802	132227	9293
2803	132272	9245
2804	132320	9198
2805	132366	9151
2806	132412	9104
2807	132458	9056
2808	132504	9009
2809	132547	8962
2810	132594	8915
2811	132641	8867
2812	132686	8820
2813	132723	8772
2814	132768	8725
2815	132815	8678
2816	132862	8631
2817	132909	8583
2818	132954	8536
2819	133007	8489
2820	133054	8442
2821	133100	8395
2822	133144	8348
2823	133194	8301
2824	133238	8253
2825	133283	8206
2826	133332	8159
2827	133378	8112
2828	133424	8064
2829	133471	8017
2830	133516	7970
2831	133562	7923
2832	133606	7875
2833	133644	7828
2834	133692	7781
2835	133738	7733
2836	133787	7686
2837	133833	7639
2838	133878	7592
2839	133917	7544
2840	133965	7497
2841	134012	7450
2842	134059	7403
2843	134110	7356
2844	134159	7309
2845	134205	7262
2846	134251	7214
2847	134296	7167
2848	134341	7120
2849	134387	7073
2850	134432	7025
2851	134480	6978
2852	134527	6931
2853	134576	6884
2854	134622	6837
2855	134669	6790
2856	134719	6743
2857	134767	6695
2858	134812	6648
2859	134859	6601
2860	134906	6554
2861	134957	6507
2862	135003	6460
2863	135052	6413
2864	135099	6365
2865	135147	6318
2866	135196	6271
2867	135242	6224
2868	135288	6177
2869	135334	6130
2870	135377	6082
2871	135414	6035
2872	135460	5987
2873	135506	5940
2874	135552	5893
2875	135597	5846
2876	135644	5799
2877	135690	5752
2878	135739	5704
2879	135785	5657
2880	135829	5610
2881	135874	5563
2882	135921	5516
2883	135969	5468
2884	136016	5421
2885	136056	5374
2886	136102	5327
2887	136149	5280
2888	136195	5232
2889	136241	5185
2890	136287	5138
2891	136335	5091
2892	136382	5044
2893	136426	4996
2894	136472	4949
2895	136519	4902
2896	136567	4855
2897	136614	4808
2898	136660	4761
2899	136708	4714
2900	136754	4666
2901	136803	4619
2902	136851	4572
2903	136898	4525
2904	136945	4478
2905	136990	4431
2906	137028	4383
2907	137075	4336
2908	137122	4289
2909	137169	4242
2910	137214	4195
2911	137251	4147
2912	137302	4100
2913	137348	4053
2914	137393	4006
2915	137440	3959
2916	137488	3912
2917	137532	3864
2918	137578	3817
2919	137625	3770
2920	137678	3723
2921	137717	3676
2922	137766	3629
2923	137814	3582
2924	137861	3534
2925	137909	3487
2926	137955	3440
2927	138002	3393
2928	138050	3346
2929	138095	3299
2930	138143	3252
2931	138193	3205
2932	138241	3157
2933	138285	3110
2934	138330	3063
2935	138378	3016
2936	138428	2969
2937	138478	2922
2938	138526	2875
2939	138573	2828
2940	138621	2780
2941	138671	2733
2942	138717	2686
2943	138769	2639
2944	138820	2592
2945	138869	2545
2946	138917	2498
2947	138969	2451
2948	139028	2404
2949	139092	2357
2950	139149	2310
2951	139195	2263
2952	139245	2216
2953	139294	2169
2954	139344	2121
2955	139393	2074
2956	139442	2027
2957	139493	1980
2958	139546	1933
2959	139595	1886
2960	139646	1839
2961	139699	1792
2962	139752	1745
2963	139804	1698
2964	139853	1650
2965	139904	1603
2966	139959	1556
2967	140014	1509
2968	140065	1462
2969	140110	1415
2970	140156	1368
2971	140201	1320
2972	140237	1273
2973	140284	1226
2974	140331	1179
2975	140378	1132
2976	140424	1084
2977	140463	1037
2978	140512	990
2979	140557	943
2980	140609	896
2981	140654	849
2982	140701	801
2983	140738	754
2984	140786	707
2985	140825	660
2986	140870	613
2987	140921	565
2988	140968	518
2989	141018	471
2990	141066	424
2991	141115	377
2992	141160	330
2993	141205	282
2994	141252	235
2995	141301	188
2996	141353	141
2997	141410	94
2998	141461	47
2999	141515	0
