2000	0.01	5	30	100	0.9	0.9	0.2	1.9003467204696656
3000	0.01	5	30	100	0.9	0.9	0.2	1.889265012076995
4000	0.01	5	30	100	0.9	0.9	0.2	1.886638750819844
5000	0.01	5	30	100	0.9	0.9	0.2	1.8862194785300834
6000	0.01	5	30	100	0.9	0.9	0.2	1.8862194785300834
5000	1	5	30	100	0.9	0.9	0.2	2.1374556243987852
5000	0.3	5	30	100	0.9	0.9	0.2	1.9410933683136895
5000	0.1	5	30	100	0.9	0.9	0.2	1.9034379584168202
5000	0.03	5	30	100	0.9	0.9	0.2	1.8881697589249873
5000	0.01	5	30	100	0.9	0.9	0.2	1.8862194785300834
5000	0.01	4	30	100	0.9	0.9	0.2	1.8786511332234204
5000	0.01	5	30	100	0.9	0.9	0.2	1.8862194785300834
5000	0.01	6	30	100	0.9	0.9	0.2	1.8889193254771648
5000	0.01	7	30	100	0.9	0.9	0.2	1.8899562037563988
5000	0.01	4	25	100	0.9	0.9	0.2	1.8786511332234204
5000	0.01	4	30	100	0.9	0.9	0.2	1.8786511332234204
5000	0.01	4	35	100	0.9	0.9	0.2	1.8786511332234204
5000	0.01	4	40	100	0.9	0.9	0.2	1.8786511332234204
5000	0.01	4	25	60	0.9	0.9	0.2	1.872112194213457
5000	0.01	4	25	80	0.9	0.9	0.2	1.8798947163295945
5000	0.01	4	25	100	0.9	0.9	0.2	1.8786511332234204
5000	0.01	4	25	120	0.9	0.9	0.2	1.8772133139884164
5000	0.01	4	25	60	0.6	0.9	0.2	1.868279291213631
5000	0.01	4	25	60	0.7	0.9	0.2	1.8700103071630358
5000	0.01	4	25	60	0.8	0.9	0.2	1.873053271895543
5000	0.01	4	25	60	0.9	0.9	0.2	1.872112194213457
5000	0.01	4	25	60	0.6	0.8	0.2	1.8766587112326953
5000	0.01	4	25	60	0.6	0.9	0.2	1.868279291213631
5000	0.01	4	25	60	0.6	1.0	0.2	1.8628019930421646
5000	0.01	4	25	60	0.6	1.0	0.2	1.8628019930421646
5000	0.01	4	25	60	0.6	1.0	0.3	1.8626336185395553
5000	0.01	4	25	60	0.6	1.0	0.4	1.8589912794829
2000	0.01	4	25	60	0.6	1.0	0.4	1.87211947498979
3000	0.01	4	25	60	0.6	1.0	0.4	1.8606588175764738
4000	0.01	4	25	60	0.6	1.0	0.4	1.8591115831827414
5000	0.01	4	25	60	0.6	1.0	0.4	1.8589912794829
6000	0.01	4	25	60	0.6	1.0	0.4	1.8589912794829
5000	1	4	25	60	0.6	1.0	0.4	2.1104166880848205
5000	0.3	4	25	60	0.6	1.0	0.4	1.9223666241889945
5000	0.1	4	25	60	0.6	1.0	0.4	1.8742838462181295
5000	0.03	4	25	60	0.6	1.0	0.4	1.8683959165348227
5000	0.01	4	25	60	0.6	1.0	0.4	1.8589912794829
5000	0.01	4	25	60	0.6	1.0	0.4	1.8589912794829
5000	0.01	5	25	60	0.6	1.0	0.4	1.8645004836356716
5000	0.01	6	25	60	0.6	1.0	0.4	1.8761994049370108
5000	0.01	7	25	60	0.6	1.0	0.4	1.8757189539060335
5000	0.01	4	25	60	0.6	1.0	0.4	1.8589912794829
5000	0.01	4	30	60	0.6	1.0	0.4	1.8589912794829
5000	0.01	4	35	60	0.6	1.0	0.4	1.8589912794829
5000	0.01	4	40	60	0.6	1.0	0.4	1.8589912794829
5000	0.01	4	25	60	0.6	1.0	0.4	1.8589912794829
5000	0.01	4	25	80	0.6	1.0	0.4	1.871746843820708
5000	0.01	4	25	100	0.6	1.0	0.4	1.8747656703422688
5000	0.01	4	25	120	0.6	1.0	0.4	1.871333532588141
5000	0.01	4	25	60	0.6	1.0	0.4	1.8589912794829
5000	0.01	4	25	60	0.7	1.0	0.4	1.8642422430426266
5000	0.01	4	25	60	0.8	1.0	0.4	1.87142688233744
5000	0.01	4	25	60	0.9	1.0	0.4	1.8785627532220053
5000	0.01	4	25	60	0.6	0.8	0.4	1.8766502846076882
5000	0.01	4	25	60	0.6	0.9	0.4	1.8666268654749167
5000	0.01	4	25	60	0.6	1.0	0.4	1.8589912794829
5000	0.01	4	25	60	0.6	1.0	0.2	1.8628019930421646
5000	0.01	4	25	60	0.6	1.0	0.3	1.8626336185395553
5000	0.01	4	25	60	0.6	1.0	0.4	1.8589912794829
2000	0.01	4	25	60	0.6	1.0	0.4	1.87211947498979
3000	0.01	4	25	60	0.6	1.0	0.4	1.8606588175764738
4000	0.01	4	25	60	0.6	1.0	0.4	1.8591115831827414
5000	0.01	4	25	60	0.6	1.0	0.4	1.8589912794829
6000	0.01	4	25	60	0.6	1.0	0.4	1.8589912794829
5000	1	4	25	60	0.6	1.0	0.4	2.1104166880848205
5000	0.3	4	25	60	0.6	1.0	0.4	1.9223666241889945
5000	0.1	4	25	60	0.6	1.0	0.4	1.8742838462181295
5000	0.03	4	25	60	0.6	1.0	0.4	1.8683959165348227
5000	0.01	4	25	60	0.6	1.0	0.4	1.8589912794829
5000	0.01	4	25	60	0.6	1.0	0.4	1.8589912794829
5000	0.01	5	25	60	0.6	1.0	0.4	1.8645004836356716
5000	0.01	6	25	60	0.6	1.0	0.4	1.8761994049370108
5000	0.01	7	25	60	0.6	1.0	0.4	1.8757189539060335
5000	0.01	4	25	60	0.6	1.0	0.4	1.8589912794829
5000	0.01	4	30	60	0.6	1.0	0.4	1.8589912794829
5000	0.01	4	35	60	0.6	1.0	0.4	1.8589912794829
5000	0.01	4	40	60	0.6	1.0	0.4	1.8589912794829
5000	0.01	4	25	60	0.6	1.0	0.4	1.8589912794829
5000	0.01	4	25	80	0.6	1.0	0.4	1.871746843820708
5000	0.01	4	25	100	0.6	1.0	0.4	1.8747656703422688
5000	0.01	4	25	120	0.6	1.0	0.4	1.871333532588141
5000	0.01	4	25	60	0.6	1.0	0.4	1.8589912794829
5000	0.01	4	25	60	0.7	1.0	0.4	1.8642422430426266
5000	0.01	4	25	60	0.8	1.0	0.4	1.87142688233744
5000	0.01	4	25	60	0.9	1.0	0.4	1.8785627532220053
5000	0.01	4	25	60	0.6	0.8	0.4	1.8766502846076882
5000	0.01	4	25	60	0.6	0.9	0.4	1.8666268654749167
5000	0.01	4	25	60	0.6	1.0	0.4	1.8589912794829
5000	0.01	4	25	60	0.6	1.0	0.2	1.8628019930421646
5000	0.01	4	25	60	0.6	1.0	0.3	1.8626336185395553
5000	0.01	4	25	60	0.6	1.0	0.4	1.8589912794829
