2000	0.01	5	0.8	0.2	1.823968602443289
3000	0.01	5	0.8	0.2	1.8117822595193203
4000	0.01	5	0.8	0.2	1.8093484947540441
5000	0.01	5	0.8	0.2	1.8084290432872163
6000	0.01	5	0.8	0.2	1.8084290432872163
5000	0.3	5	0.8	0.2	1.8919150272158975
5000	0.1	5	0.8	0.2	1.8225068617567066
5000	0.03	5	0.8	0.2	1.808265117243659
5000	0.01	5	0.8	0.2	1.8084290432872163
5000	0.003	5	0.8	0.2	1.8463081543919673
5000	0.03	3	0.8	0.2	1.826300713462223
5000	0.03	4	0.8	0.2	1.8127346191660965
5000	0.03	5	0.8	0.2	1.808265117243659
5000	0.03	6	0.8	0.2	1.816018664118734
5000	0.03	7	0.8	0.2	1.8123570628736654
5000	0.03	5	0.7	0.2	1.8097951449639793
5000	0.03	5	0.8	0.2	1.808265117243659
5000	0.03	5	0.9	0.2	1.8213568369869826
5000	0.03	5	1.0	0.2	1.8176114835380401
5000	0.03	5	0.8	0.1	1.8097903857820354
5000	0.03	5	0.8	0.2	1.808265117243659
5000	0.03	5	0.8	0.3	1.8112817127220353
5000	0.03	5	0.8	0.4	1.8097899194357896
5000	0.03	5	0.8	0.5	1.8029978777271938
2000	0.03	5	0.8	0.5	1.8048556417748038
3000	0.03	5	0.8	0.5	1.8029978777271938
4000	0.03	5	0.8	0.5	1.8029978777271938
5000	0.03	5	0.8	0.5	1.8029978777271938
6000	0.03	5	0.8	0.5	1.8029978777271938
3000	0.3	5	0.8	0.5	1.9003233798970516
3000	0.1	5	0.8	0.5	1.8345594334114628
3000	0.03	5	0.8	0.5	1.8029978777271938
3000	0.01	5	0.8	0.5	1.8107693464145218
3000	0.003	5	0.8	0.5	1.9510781288590655
3000	0.03	3	0.8	0.5	1.828953196038238
3000	0.03	4	0.8	0.5	1.8117612656235997
3000	0.03	5	0.8	0.5	1.8029978777271938
3000	0.03	6	0.8	0.5	1.8201228013478299
3000	0.03	7	0.8	0.5	1.8165699829806
3000	0.03	5	0.7	0.5	1.810480031506964
3000	0.03	5	0.8	0.5	1.8029978777271938
3000	0.03	5	0.9	0.5	1.8321301495320301
3000	0.03	5	1.0	0.5	1.818382435285481
3000	0.03	5	0.8	0.1	1.8097903857820354
3000	0.03	5	0.8	0.2	1.808265117243659
3000	0.03	5	0.8	0.3	1.8112817127220353
3000	0.03	5	0.8	0.4	1.8097899194357896
3000	0.03	5	0.8	0.5	1.8029978777271938
2000	0.03	5	0.8	0.5	1.8048556417748038
3000	0.03	5	0.8	0.5	1.8029978777271938
4000	0.03	5	0.8	0.5	1.8029978777271938
5000	0.03	5	0.8	0.5	1.8029978777271938
6000	0.03	5	0.8	0.5	1.8029978777271938
3000	0.3	5	0.8	0.5	1.9003233798970516
3000	0.1	5	0.8	0.5	1.8345594334114628
3000	0.03	5	0.8	0.5	1.8029978777271938
3000	0.01	5	0.8	0.5	1.8107693464145218
3000	0.003	5	0.8	0.5	1.9510781288590655
3000	0.03	3	0.8	0.5	1.828953196038238
3000	0.03	4	0.8	0.5	1.8117612656235997
3000	0.03	5	0.8	0.5	1.8029978777271938
3000	0.03	6	0.8	0.5	1.8201228013478299
3000	0.03	7	0.8	0.5	1.8165699829806
3000	0.03	5	0.7	0.5	1.810480031506964
3000	0.03	5	0.8	0.5	1.8029978777271938
3000	0.03	5	0.9	0.5	1.8321301495320301
3000	0.03	5	1.0	0.5	1.818382435285481
3000	0.03	5	0.8	0.1	1.8097903857820354
3000	0.03	5	0.8	0.2	1.808265117243659
3000	0.03	5	0.8	0.3	1.8112817127220353
3000	0.03	5	0.8	0.4	1.8097899194357896
3000	0.03	5	0.8	0.5	1.8029978777271938
